time,x,y,z,qx,qy,qz,qw
1535563862.172439924,0.264333,0.662055,2.7907,0.359912,0.0904887,-0.396264,0.839792
1535563862.193801147,0.261132,0.663396,2.78815,0.363989,0.0844407,-0.393811,0.839819
1535563862.217764455,0.262923,0.663901,2.78682,0.361035,0.0909944,-0.39712,0.83885
1535563862.242047518,0.262607,0.664067,2.78613,0.362135,0.0910038,-0.399441,0.837272
1535563862.262497027,0.264516,0.662881,2.78471,0.361641,0.094872,-0.401755,0.835948
1535563862.281786922,0.262595,0.663394,2.78475,0.362397,0.0925877,-0.401701,0.835902
1535563862.307157418,0.26096,0.661964,2.78243,0.361221,0.0943528,-0.400092,0.836985
1535563862.328721798,0.260281,0.665077,2.78242,0.361462,0.0904491,-0.398784,0.837935
1535563862.348945573,0.257456,0.666146,2.78194,0.358579,0.0879147,-0.398324,0.839661
1535563862.373208184,0.256175,0.664784,2.78021,0.366522,0.0898208,-0.4037,0.833439
1535563862.396027400,0.254303,0.665826,2.77927,0.363628,0.0911469,-0.398791,0.836919
1535563862.406565874,0.256574,0.66615,2.78022,0.363226,0.0906932,-0.399698,0.83671
1535563862.417263047,0.25751,0.667185,2.77978,0.35971,0.0945715,-0.397027,0.839068
1535563862.435220551,0.257367,0.667693,2.77914,0.361268,0.0939771,-0.398066,0.837972
1535563862.443783798,0.255595,0.667211,2.77891,0.364029,0.0935019,-0.39939,0.836199
1535563862.461731157,0.25346,0.667779,2.77806,0.366673,0.0925753,-0.402254,0.83377
1535563862.486649737,0.253872,0.668236,2.78012,0.365889,0.0921274,-0.399572,0.835452
1535563862.505380675,0.253467,0.668765,2.7805,0.363901,0.0922526,-0.399255,0.836458
1535563862.529287089,0.255165,0.669296,2.7801,0.366611,0.0956484,-0.397589,0.835686
1535563862.551838364,0.2537,0.671231,2.781,0.363546,0.0935244,-0.397678,0.837221
1535563862.575653978,0.253414,0.670284,2.7796,0.365629,0.0932765,-0.397103,0.836615
1535563862.596034983,0.253135,0.672138,2.7789,0.365499,0.0986996,-0.395899,0.83662
1535563862.618757198,0.249482,0.675823,2.77916,0.36508,0.0929675,-0.402801,0.834162
1535563862.642677240,0.247801,0.676988,2.77851,0.369457,0.0916349,-0.401734,0.832896
1535563862.662656813,0.24768,0.678104,2.77754,0.370705,0.0925519,-0.397693,0.834178
1535563862.685016697,0.248427,0.680872,2.77874,0.36626,0.0955172,-0.395835,0.836687
1535563862.720757194,0.247587,0.683069,2.77953,0.367305,0.0928399,-0.395564,0.836658
1535563862.732735323,0.246982,0.683929,2.77867,0.36954,0.0956147,-0.393071,0.836537
1535563862.757374416,0.24503,0.685897,2.77856,0.372044,0.0987649,-0.393479,0.834867
1535563862.776655431,0.236668,0.691273,2.77999,0.376705,0.0886591,-0.40044,0.830591
1535563862.795375009,0.238633,0.694148,2.77926,0.382059,0.0930164,-0.393583,0.830946
1535563862.818544689,0.239727,0.698731,2.7798,0.381935,0.100299,-0.38624,0.833597
1535563862.842806886,0.232066,0.698825,2.78159,0.379332,0.103265,-0.385052,0.834973
1535563862.863857771,0.228482,0.703014,2.7814,0.38669,0.10336,-0.386719,0.830805
1535563862.887570579,0.224836,0.707968,2.78215,0.385957,0.101731,-0.385688,0.831825
1535563862.912223509,0.22416,0.712521,2.78365,0.389402,0.105097,-0.381013,0.831956
1535563862.930422494,0.221445,0.716178,2.78525,0.390595,0.107224,-0.38194,0.830699
1535563862.954074965,0.21987,0.720906,2.78653,0.393276,0.109821,-0.375515,0.832023
1535563862.975578533,0.214353,0.729428,2.79122,0.390065,0.106469,-0.372889,0.835145
1535563862.997268834,0.212165,0.734295,2.79327,0.391668,0.104658,-0.374472,0.833915
1535563863.022160126,0.211923,0.738433,2.79456,0.393155,0.111726,-0.382298,0.828731
1535563863.043295778,0.204483,0.744598,2.79756,0.397886,0.105595,-0.374647,0.830769
1535563863.065056931,0.199125,0.749724,2.79953,0.395932,0.103783,-0.367841,0.834961
1535563863.089063466,0.196312,0.753645,2.80185,0.402123,0.103008,-0.364727,0.833464
1535563863.109353175,0.195087,0.757294,2.80412,0.405438,0.107943,-0.365227,0.83101
1535563863.130604127,0.192118,0.75953,2.80533,0.402348,0.112853,-0.366435,0.831328
1535563863.155157867,0.186674,0.764003,2.80759,0.405392,0.110896,-0.366625,0.830028
1535563863.181739218,0.183408,0.767753,2.8101,0.405981,0.113421,-0.362752,0.831099
1535563863.191573514,0.180293,0.771266,2.81202,0.402876,0.111483,-0.364537,0.832091
1535563863.209527624,0.16802,0.78058,2.81698,0.409731,0.106228,-0.358949,0.831861
1535563863.231923226,0.163651,0.78573,2.82066,0.406431,0.110609,-0.359609,0.832623
1535563863.254768948,0.155968,0.791127,2.82391,0.411257,0.103263,-0.354517,0.83338
1535563863.278319994,0.152281,0.796038,2.82731,0.41037,0.105094,-0.351498,0.834866
1535563863.298180737,0.146647,0.799841,2.83147,0.408186,0.1071,-0.351617,0.835631
1535563863.325270396,0.14151,0.803206,2.83584,0.411971,0.101643,-0.353855,0.833508
1535563863.344747309,0.133036,0.807507,2.83956,0.414944,0.100979,-0.352634,0.832631
1535563863.366272450,0.127457,0.810158,2.84261,0.41572,0.0994552,-0.351347,0.832971
1535563863.390913399,0.119992,0.814713,2.84673,0.417483,0.0962709,-0.350396,0.832864
1535563863.410644854,0.116802,0.816492,2.84822,0.416489,0.0962633,-0.349909,0.833568
