time,x,y,z,qx,qy,qz,qw,j0,j1,j2,j3,j4,j5,j6
1535563862.298606262,-0.164659,-0.45692,0.297966,0.272406,-0.330746,0.885896,-0.177735,-1.37433,-1.30907,1.87909,-0.159341,-1.00129,-1.97797,-0.690661
1535563862.320043301,-0.164927,-0.456742,0.298427,0.272264,-0.330763,0.885954,-0.177636,-1.37384,-1.30761,1.87882,-0.16038,-1.00089,-1.97795,-0.689937
1535563862.339163531,-0.165329,-0.456474,0.299117,0.27205,-0.330789,0.886039,-0.177489,-1.3731,-1.30543,1.8784,-0.161938,-1.00028,-1.97792,-0.688853
1535563862.359901837,-0.165864,-0.456115,0.300035,0.271766,-0.330823,0.886153,-0.177293,-1.37211,-1.30251,1.87784,-0.164013,-0.999476,-1.97787,-0.687408
1535563862.380887899,-0.166528,-0.455663,0.301181,0.271411,-0.330864,0.886294,-0.177051,-1.37088,-1.29888,1.87715,-0.166602,-0.998469,-1.97782,-0.685604
1535563862.401074393,-0.167321,-0.455116,0.302551,0.270986,-0.330913,0.886464,-0.176764,-1.36941,-1.29452,1.87632,-0.169704,-0.997262,-1.97776,-0.683444
1535563862.421206915,-0.168239,-0.454472,0.304144,0.270492,-0.330968,0.88666,-0.176433,-1.3677,-1.28945,1.87536,-0.173315,-0.995857,-1.97768,-0.680929
1535563862.442378025,-0.16928,-0.453728,0.305958,0.269929,-0.33103,0.886882,-0.176061,-1.36574,-1.28367,1.87425,-0.177431,-0.994255,-1.9776,-0.678062
1535563862.463592970,-0.17044,-0.452882,0.307989,0.269297,-0.331096,0.887131,-0.17565,-1.36355,-1.27718,1.87302,-0.182049,-0.992459,-1.97751,-0.674846
1535563862.485194252,-0.171716,-0.45193,0.310234,0.268597,-0.331167,0.887405,-0.175203,-1.36112,-1.27,1.87165,-0.187164,-0.990469,-1.9774,-0.671283
1535563862.502716870,-0.173104,-0.450868,0.31269,0.267832,-0.331242,0.887703,-0.174722,-1.35846,-1.26213,1.87015,-0.192771,-0.988287,-1.97729,-0.667378
