time,x,y,z,qx,qy,qz,qw
1536123875.724609762,0.156517,-0.888544,0.323374,-0.265094,-0.736949,-0.570605,0.247067
1536123875.736095595,0.156925,-0.888613,0.323013,-0.266517,-0.734764,-0.571252,0.250522
1536123875.751780237,0.156921,-0.88887,0.322514,-0.266452,-0.734687,-0.572307,0.248402
1536123875.760667859,0.157221,-0.88885,0.321841,-0.265331,-0.736421,-0.570528,0.248558
1536123875.769505995,0.157332,-0.889263,0.321198,-0.263474,-0.7366,-0.572509,0.245429
1536123875.779992035,0.157954,-0.889694,0.319743,-0.262321,-0.737968,-0.572416,0.242756
1536123875.791666440,0.157943,-0.889698,0.319879,-0.263291,-0.739507,-0.570214,0.242205
1536123875.804707281,0.158752,-0.890335,0.318961,-0.265182,-0.736797,-0.573852,0.239798
1536123875.813612547,0.158837,-0.891158,0.317564,-0.265217,-0.739494,-0.570331,0.239856
1536123875.824371081,0.158739,-0.890911,0.31808,-0.266022,-0.739597,-0.570743,0.237659
1536123875.836878053,0.158992,-0.891111,0.317523,-0.263517,-0.738662,-0.572769,0.238482
1536123875.847092187,0.158791,-0.891318,0.317684,-0.263854,-0.738223,-0.573641,0.237368
1536123875.860841928,0.158657,-0.891625,0.317549,-0.26295,-0.738783,-0.572891,0.238441
1536123875.872089067,0.158642,-0.891979,0.317132,-0.262786,-0.73772,-0.574639,0.237706
1536123875.880787676,0.158987,-0.892202,0.31667,-0.26163,-0.739899,-0.572404,0.237598
1536123875.892224237,0.159563,-0.89248,0.315455,-0.26385,-0.738898,-0.573994,0.234403
1536123875.904178228,0.160128,-0.8923,0.314754,-0.263619,-0.741619,-0.570529,0.234527
1536123875.916101437,0.161679,-0.892698,0.313278,-0.265275,-0.739481,-0.573361,0.232496
1536123875.925299917,0.161419,-0.892898,0.313403,-0.265248,-0.74255,-0.570105,0.230745
1536123875.937313602,0.161877,-0.893007,0.31298,-0.266573,-0.73891,-0.573299,0.232978
1536123875.949958619,0.161765,-0.892797,0.313312,-0.264596,-0.741853,-0.570812,0.231985
1536123875.959024385,0.161651,-0.892713,0.313139,-0.264438,-0.73864,-0.575535,0.230744
1536123875.972793610,0.161198,-0.893165,0.312408,-0.263154,-0.74022,-0.574013,0.230941
1536123875.981546131,0.162101,-0.893034,0.311802,-0.263495,-0.742158,-0.572176,0.228883
1536123875.992770497,0.162557,-0.893489,0.310321,-0.264089,-0.741161,-0.57349,0.228139
1536123876.005239798,0.162997,-0.893269,0.309846,-0.26491,-0.744467,-0.570026,0.225082
1536123876.015618258,0.162737,-0.893673,0.309873,-0.265273,-0.741304,-0.573259,0.226877
1536123876.028018690,0.16342,-0.893946,0.309841,-0.265315,-0.742765,-0.57185,0.2256
1536123876.038730418,0.162905,-0.894102,0.310096,-0.264399,-0.741368,-0.574935,0.223419
1536123876.048527004,0.162428,-0.894215,0.309588,-0.26263,-0.743138,-0.572854,0.224964
1536123876.061189916,0.162709,-0.894134,0.309437,-0.262732,-0.742791,-0.573469,0.224425
1536123876.071754587,0.163027,-0.894748,0.30828,-0.261908,-0.742993,-0.574583,0.221858
1536123876.084396724,0.163445,-0.894607,0.308383,-0.263612,-0.744365,-0.572162,0.221497
1536123876.095928819,0.163702,-0.894858,0.307626,-0.265217,-0.741506,-0.574618,0.222809
1536123876.106395327,0.164167,-0.894876,0.30739,-0.264047,-0.744395,-0.572419,0.220209
